1.158648239999999932e+05 1.379165879999999888e+05 3.413760000000000218e+03 2.563445999999999913e+03
1.270935000000000000e+05 1.552494560000000056e+05 3.352800000000000182e+03 2.668507999000001291e+03
1.310864120000000112e+05 1.614129120000000112e+05 3.352800000000000182e+03 2.704719000000000960e+03
1.345015000000000000e+05 1.666800000000000000e+05 3.352800000000000182e+03 2.736695999999999913e+03
1.376850879999999888e+05 1.715415000000000000e+05 3.345179999999999836e+03 2.765969000000000960e+03
1.607184120000000112e+05 1.762585439999999944e+05 3.352800000000000182e+03 2.887860000000000582e+03
1.661299560000000056e+05 1.769530439999999944e+05 3.352800000000000182e+03 2.915656998999998905e+03
1.717433679999999877e+05 1.777049560000000056e+05 3.345179999999999836e+03 2.944726998999998614e+03
1.753029120000000112e+05 1.789791320000000123e+05 3.261360000000000127e+03 2.965382999000001291e+03
1.906689560000000056e+05 1.862704560000000056e+05 2.506980000000000018e+03 3.067242998999998235e+03
2.027643679999999877e+05 1.919431320000000123e+05 1.493519999999999982e+03 3.152671998999998323e+03
2.031125439999999944e+05 1.923190879999999888e+05 1.493519999999999982e+03 3.155570999999999913e+03
2.039218679999999877e+05 1.934765879999999888e+05 1.432559999999999945e+03 3.163844000000000960e+03
2.003345439999999944e+05 2.013475879999999888e+05 1.211579999999999927e+03 3.237320999999999913e+03
1.889336320000000123e+05 1.986566320000000123e+05 7.620000000000000000e+02 3.359289000000000669e+03
1.884984120000000112e+05 1.985399560000000056e+05 7.391399999999999864e+02 3.363640999999999622e+03
1.856333679999999877e+05 1.976435879999999888e+05 6.019800000000000182e+02 3.395485000000000582e+03
1.832905879999999888e+05 1.968620439999999944e+05 4.800600000000000023e+02 3.424781998999998905e+03
1.755066320000000123e+05 1.944600000000000000e+05 6.096000000000000085e+01 3.541570999999999913e+03
1.745510000000000000e+05 1.941118239999999932e+05 6.857999999999999829e+01 3.567453999000001204e+03
